======================================================================

Annotating SDF timing data:
  Compiled SDF file:     convolution_analysis_view_0p90v_25c_captyp_nominal.sdf.X
  Log file:              ./sdf_log.log
  Backannotation scope:  :dut
  Configuration file:    
  MTM control:           MAXIMUM
  Scale factors:         1:1:1
  Scale type:            FROM_MAXIMUM

Time units: 1ps

xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[2].ireg .\Q_reg[4]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40431>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[2].ireg .\Q_reg[1]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40452>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[2].ireg .\Q_reg[6]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40473>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[2].ireg .\Q_reg[14]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40494>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[2].ireg .\Q_reg[15]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40515>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[2].ireg .\Q_reg[8]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40536>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[2].ireg .\Q_reg[7]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40557>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[2].ireg .\Q_reg[0]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40578>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[2].ireg .\Q_reg[19]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40599>.
xmelab: *W,SDFNET: Unable to annotate to non-existent timing check (RECREM (posedge CDN) (COND D_SDFCHK (posedge CP)) (-26) (38)) of instance :DUT.\reg_r[0].reg_c[2].ireg .\Q_reg[2]  of module DFCNQD1BWP30P140 <../logical/results/gate_level/convolution_analysis_view_0p90v_25c_captyp_nominal.sdf, line 40620>.
